(-2.61187,0)
(-4.25829,0)
(6.8826,0)
(-4.01071,0)
(-3.24815,0)
(-0.120063,0)
(-2.90652,0)
(-0.0532017,0)
(-0.597751,0)
(0.215704,0)
(2.88737,0)
(1.26002,0)
(7.26223,0)
(-0.937603,0)
(1.3275,0)
(-3.77552,0)
(-8.98568,0)
(-11.0936,0)
(10.2321,0)
(-10.1579,0)
(-0.988952,0)
(0.168639,0)
(-3.69831,0)
(2.16365,0)
(2.9604,0)
(0.824228,0)
(2.66754,0)
(8.80625,0)
(14.6023,0)
(2.61437,0)
(-8.47309,0)
(5.76849,0)
(-11.7463,0)
(-15.5857,0)
(9.62006,0)
(-13.5692,0)
(3.97722,0)
(0.573202,0)
(-4.18112,0)
(4.15938,0)
(9.65485,0)
(-1.0197,0)
(-7.94836,0)
(16.0808,0)
(9.98863,0)
(0.503321,0)
(-21.1022,0)
(20.7427,0)
(-10.5195,0)
(-12.8751,0)
(12.8278,0)
(-11.4906,0)
(-0.512776,0)
(0.525676,0)
(-6.07317,0)
(1.14777,0)
(16.1089,0)
(-4.37227,0)
(-17.8725,0)
(16.5207,0)
(-0.636488,0)
(-1.66832,0)
(-22.2667,0)
(22.5105,0)
(-9.75833,0)
(-8.70749,0)
(14.1137,0)
(-9.50308,0)
(-12.5169,0)
(-1.1803,0)
(-3.51826,0)
(-1.89407,0)
(21.6002,0)
(-5.76131,0)
(-19.2826,0)
(13.3472,0)
(-7.0282,0)
(1.19564,0)
(-15.8344,0)
(16.168,0)
(-10.8077,0)
(-6.94192,0)
(12.9156,0)
(-8.93817,0)
(-16.4685,0)
(-0.306439,0)
(-1.35371,0)
(0.946575,0)
(21.7254,0)
(-5.0279,0)
(-15.8609,0)
(11.3727,0)
(-7.7803,0)
(0.813976,0)
(-9.27184,0)
(14.2209,0)
(-11.3297,0)
(-5.319,0)
(11.3921,0)
(-8.55916,0)
(-17.0458,0)
(1.44223,0)
(0.385528,0)
(3.78071,0)
(17.6514,0)
(-5.11483,0)
(-13.0092,0)
(12.9381,0)
(-7.15933,0)
(-0.160735,0)
(-7.35509,0)
(17.0313,0)
(-11.4261,0)
(-3.03737,0)
(9.73429,0)
(-7.1171,0)
(-15.5169,0)
(2.01467,0)
(1.12598,0)
(4.13884,0)
(14.5963,0)
(-5.2985,0)
(-12.706,0)
(15.1869,0)
(-7.85278,0)
(0.636345,0)
(-7.8978,0)
(21.1417,0)
(-8.63223,0)
(0.958028,0)
(5.61216,0)
(-2.85264,0)
(-13.5883,0)
(1.4651,0)
(1.43399,0)
(2.44648,0)
(12.5512,0)
(-4.6132,0)
(-13.82,0)
(14.5628,0)
(-10.8016,0)
(1.23195,0)
(-6.44322,0)
(22.4322,0)
(-3.73687,0)
(6.43529,0)
(2.77497,0)
(0.69222,0)
(-12.7046,0)
(1.41297,0)
(0.611887,0)
(-0.487116,0)
(9.99718,0)
(-2.45045,0)
(-12.6139,0)
(10.2579,0)
(-9.27079,0)
(1.18621,0)
(-0.652883,0)
(15.9111,0)
(-1.13804,0)
(7.17658,0)
(0.691429,0)
(1.24883,0)
(-10.395,0)
(1.78446,0)
(0.718292,0)
(-2.81864,0)
(7.86314,0)
(-0.163688,0)
(-7.46408,0)
(4.67327,0)
(-3.54041,0)
(2.29514,0)
(3.02494,0)
(6.48977,0)
(-1.09863,0)
(3.32803,0)
(-0.218061,0)
(0.243046,0)
(-4.16137,0)
(1.83942,0)
(0.753036,0)
(-2.26408,0)
(4.80225,0)
(0.727015,0)
(-3.24142,0)
(0.872944,0)
(-0.0334794,0)
(1.40773,0)
(2.26585,0)
(1.7625,0)
(0.553731,0)
(5.7043,0)
(2.35912,0)
(6.11333,0)
(8.96087,0)
(-8.26549,0)
(-2.83319,0)
(-3.93391,0)
(-5.29208,0)
(-4.0911,0)
(3.02958,0)
(11.5823,0)
(3.7973,0)
(7.56426,0)
(-5.17469,0)
(12.6694,0)
(5.43656,0)
(11.2697,0)
(-9.88326,0)
(10.4761,0)
(23.5897,0)
(-2.51388,0)
(-1.70347,0)
(-11.7528,0)
(-3.88195,0)
(8.20978,0)
(-5.84732,0)
(18.9982,0)
(23.5599,0)
(20.8369,0)
(-10.9225,0)
(28.489,0)
(6.54094,0)
(5.96165,0)
(-21.8798,0)
(-2.91075,0)
(45.6497,0)
(0.947073,0)
(-9.05912,0)
(-22.4934,0)
(4.01457,0)
(13.781,0)
(-16.0273,0)
(12.6195,0)
(43.7177,0)
(24.2521,0)
(-17.4172,0)
(24.3964,0)
(-4.94345,0)
(-10.2763,0)
(-15.0241,0)
(-13.3958,0)
(61.1558,0)
(-1.61177,0)
(-17.7518,0)
(-33.0422,0)
(11.8955,0)
(8.95448,0)
(-14.3831,0)
(1.44112,0)
(54.5723,0)
(25.1252,0)
(-28.0791,0)
(6.27531,0)
(-16.0329,0)
(-28.5928,0)
(-6.14202,0)
(-11.0971,0)
(67.0911,0)
(-7.59934,0)
(-20.2578,0)
(-34.2657,0)
(15.6934,0)
(9.40619,0)
(-16.9351,0)
(-0.484925,0)
(53.3837,0)
(25.9058,0)
(-39.0867,0)
(2.15084,0)
(-13.9122,0)
(-32.6175,0)
(-0.684911,0)
(-9.8771,0)
(65.8877,0)
(-8.04137,0)
(-24.4042,0)
(-28.7899,0)
(19.147,0)
(12.2765,0)
(-23.6692,0)
(4.80898,0)
(47.4843,0)
(21.2856,0)
(-40.1603,0)
(9.21387,0)
(-6.44272,0)
(-28.5227,0)
(2.10392,0)
(-12.7151,0)
(58.1627,0)
(-7.07143,0)
(-25.4132,0)
(-26.9708,0)
(23.9513,0)
(10.7496,0)
(-29.6667,0)
(9.04285,0)
(43.6581,0)
(18.7805,0)
(-39.5328,0)
(11.3524,0)
(-6.30273,0)
(-27.3596,0)
(4.55463,0)
(-17.2772,0)
(52.9185,0)
(-2.89347,0)
(-22.8982,0)
(-26.4612,0)
(30.6903,0)
(9.82455,0)
(-33.8253,0)
(8.87468,0)
(41.3633,0)
(19.6713,0)
(-42.5222,0)
(13.1086,0)
(-6.29041,0)
(-28.8947,0)
(1.09515,0)
(-15.2716,0)
(45.4376,0)
(-2.18477,0)
(-18.0857,0)
(-23.8259,0)
(35.279,0)
(5.54304,0)
(-37.8091,0)
