(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
(0.125312,0)
(-0.263512,0)
(-0.323256,0)
(0.023264,0)
(-0.11834,0)
(0.440312,0)
